순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
1855, 양평군,금강고속,3-2,240000020,양평터미널,240000076,문호리종점,240000035,230분,230분,07:10,13:00,11:10,21:20
1856, 양평군,금강고속,6-5,240000021,양평터미널,240000076,곤일종점,240000268,,,06:40,17:40,07:05,18:10
1857, 양평군,금강고속,6-5,240000021,양평터미널,240000076,곤일종점,240000268,,,17:40,17:40,18:10,18:10
1858, 양평군,금강고속,6-8,240000022,양평터미널,240000076,신애리방앗간,240000259,,,08:20,08:20,08:35,08:35
1859, 양평군,금강고속,6-6,240000023,양평터미널,240000076,문호리종점,240000203,,,08:30,14:40,11:00,19:50
1860, 양평군,금강고속,2-8,240000026,양평터미널,240000076,용두리터미널,240000341,230분,230분,07:20,21:00,10:15,20:30
1861, 양평군,금강고속,3-5,240000028,양평터미널,240000076,증동3리.고현리종점,240000333,,,07:10,07:10,07:45,07:45
1862, 양평군,금강고속,2-10,240000029,양평터미널,240000076,용두리터미널,240000342,310분,310분,11:50,17:00,07:00,14:30
1863, 양평군,금강고속,2-1,240000033,양평터미널,240000076,양동역,240001061,240분,240분,10:00,18:00,07:40,19:10
1864, 양평군,금강고속,9-3,240000036,문호리종점,240000035,정배리종점,240000303,,,17:40,17:40,17:55,17:55
1865, 양평군,금강고속,10,240000037,용두리터미널,240000342,가현2리.벗고개,240000437,300분,300분,07:40,18:40,07:50,18:50
1866, 양평군,금강고속,10-1,240000038,용두리터미널,240000341,신론리.새터종점,240000462,255분,225분,08:10,18:00,08:30,18:20
1867, 양평군,금강고속,10-1,240000038,용두리터미널,240000341,신론리.새터종점,240000462,255분,225분,09:30,18:00,08:30,18:20
1868, 양평군,금강고속,10-2,240000039,용두리터미널,240000341,갈운4리종점.증안마을,240000939,155분,155분,08:15,18:20,08:30,18:40
1869, 양평군,금강고속,7,240000041,양평터미널,240000076,용문산,240000628,40분,40분,07:00,07:00,16:50,21:15
1870, 양평군,금강고속,7-1,240000042,용문터미널,240001309,연수리종점,240000538,200분,115분~150분,07:15,19:00,07:30,19:15
1871, 양평군,금강고속,7-1,240000042,용문터미널,240001309,연수리종점,240000538,200분,115분~150분,09:00,19:00,09:15,19:15
1872, 양평군,금강고속,9-1,240000043,문호리종점,240000203,명달리종점,240000541,145분,145분,09:20,19:05,10:00,19:40
1873, 양평군,금강고속,7-2,240000044,용문터미널,240001309,월산3리취암마을회관,240000577,,,07:50,07:50,08:15,08:15
1874, 양평군,금강고속,9-6,240000045,명달리,240000542,양평터미널,240000072,,,06:35,06:35,00:00,00:00
1875, 양평군,금강고속,7-7,240000046,용문터미널,240001309,화전2리마을회관,240000590,160분,160분,16:00,18:30,16:15,18:45
1876, 양평군,금강고속,7-3,240000047,용문터미널,240001309,화전2리마을회관,240000589,,,07:50,10:10,08:05,10:25
1877, 양평군,금강고속,7-4,240000048,용문터미널,240001309,용문산,240000628,50분,50분,07:50,19:00,08:15,19:25
1878, 양평군,금강고속,7-5,240000049,용문터미널,240001309,망능리마을회관,240000662,130분,130분,07:15,18:30,07:45,19:00
1879, 양평군,금강고속,4-2,240000051,양평터미널,240000076,이포리,237001158,210분,210분,08:20,14:50,09:20,15:20
1880, 양평군,금강고속,4-4,240000053,양평터미널,240000076,신화2리.신당곡길,240000700,170분,170분,10:30,19:10,10:45,19:25
1881, 양평군,금강고속,4-7,240000056,양평터미널,240000076,성덕3리.큰골,240000735,,,06:30,06:30,07:00,07:00
1882, 양평군,금강고속,4-9,240000057,양평터미널,240000076,항금리.문화마을,240000421,140분~220분,140분~220분,07:20,17:00,07:50,17:30
1883, 양평군,금강고속,4-8,240000058,항금리.문화마을,240000421,양평터미널,240000072,,,07:05,07:05,00:00,00:00
1884, 양평군,금강고속,4-10,240000059,양평터미널,240000076,항금리.문화마을,240000421,,,12:10,12:10,12:40,12:40
1885, 양평군,금강고속,4-6,240000060,양평터미널,240000076,송학3리종점,240000756,,,13:00,13:00,13:30,13:30
1886, 양평군,금강고속,5-2,240000062,양평터미널,240000076,개군,240000671,,,07:30,07:30,08:00,08:00
1887, 양평군,금강고속,5-4,240000063,양평터미널,240000076,내리마을회관종점,240000791,240분,240분,11:10,19:10,07:00,19:45
1888, 양평군,금강고속,1-2,240000064,양평터미널,240000076,여주터미널,237000980,,,09:50,09:50,00:00,00:00
1889, 양평군,금강고속,5-5,240000067,양평터미널,240000076,대신터미널,237000170,,,12:30,12:30,13:50,13:50
1890, 양평군,금강고속,1-8,240000068,대신터미널,237000169,도롱리종점,237000023,,,17:30,17:30,17:35,17:35
1891, 양평군,금강고속,1-9,240000069,대신터미널,237000170,양촌리종점,237000006,260분,260분,13:30,17:50,13:35,17:55
1892, 양평군,금강고속,1-1,240000070,양평터미널,240000076,여주터미널,237000980,270분,270분,11:40,16:10,00:00,00:00
1893, 양평군,금강고속,2-6,240000071,양평터미널,240000076,수곡2리.마을회관,240000809,,,18:20,18:20,07:20,07:20
1894, 양평군,금강고속,6-10,240000072,양평터미널,240000076,설악TR,239000697,300분,300분,10:40,15:40,11:40,16:50
1895, 양평군,금강고속,1-3,240000073,양평터미널,240000076,여주터미널,237000980,260분,260분,16:50,16:50,00:00,00:00
1896, 양평군,금강고속,1,240000075,양평터미널,240000076,여주터미널,237000980,60분~360분,60분~360분,06:10,20:10,00:00,00:00
1897, 양평군,금강고속,5-1,240000077,양평터미널,240000076,대신터미널,237000170,600분,600분,09:20,20:30,08:30,10:10
1898, 양평군,금강고속,5-3,240000078,양평터미널,240000076,곡수삼거리,237001183,,,21:00,21:00,21:30,21:30
1899, 양평군,금강고속,9-2,240000080,문호리종점,240000035,서후2리종점,240000986,185분,185분,16:00,19:05,16:20,19:25
1900, 양평군,금강고속,8-2,240000081,서후2리종점,240000986,양수역,240000277,,,06:40,06:40,07:15,07:15
1901, 양평군,금강고속,8-4,240000083,문호리종점,240000203,양수역,240000277,180분,180분,09:45,21:50,10:00,22:05
1902, 양평군,금강고속,8-5,240000085,문호리종점,240000035,양수역,240000277,540분,540분,07:50,19:55,08:40,20:45
1903, 양평군,금강고속,9-7,240000086,문호리종점,240000203,양평터미널,240000072,,,19:45,19:45,00:00,00:00
1904, 양평군,금강고속,7-8,240000087,용문터미널,240001309,용문산,240000628,125분,125분,10:30,21:00,10:55,15:25
1905, 양평군,금강고속,22,240000089,용문터미널,240001309,양동역,240001061,200분,200분,09:20,12:40,10:10,13:30
1906, 양평군,금강고속,8-6,240000091,문호리종점,240000203,양수역,240000276,270분,270분,11:20,20:20,11:40,20:40
1907, 양평군,금강고속,8-7,240000092,문호리종점,240000203,석바탕,240000493,,,15:40,15:40,16:35,16:35
1908, 양평군,금강고속,9-8,240000093,신복4리.팬션단지앞,240000300,문호리종점,240000203,,,07:30,07:30,00:00,00:00
1909, 양평군,금강고속,8-8,240000094,문호리종점,240000203,신안아파트후문,227000038,245분,245분,07:35,18:25,08:15,19:05
1910, 양평군,금강고속,4-11,240000095,양평터미널,240000076,항금리.문화마을,240000421,230분,230분,18:30,21:00,19:10,21:40
1911, 양평군,금강고속,5,240000096,계림1리토물,237000018,양평터미널,240000072,,,07:00,07:00,00:00,00:00
1912, 양평군,금강고속,5,240000096,계림1리토물,237000018,양평터미널,240000072,,,,,,
1913, 양평군,금강고속,5-7,240000098,양평터미널,240000076,대신터미널,237000170,,,07:45,07:45,18:20,18:20
1914, 양평군,금강고속,5-8,240000099,양평터미널,240000076,대신터미널,237000170,,,13:40,16:40,14:40,14:40
1915, 양평군,금강고속,6-4,240000100,양평터미널,240000076,오빈리,240000263,,,09:50,09:50,10:00,10:00
1916, 양평군,금강고속,7-9,240000102,용문터미널,240001309,망미1리마을회관,240000976,310분,310분,09:00,17:40,09:30,18:00
1917, 양평군,금강고속,8-3,240000104,문호리종점,240000203,목왕리,240000297,200분,200분,09:30,12:50,10:05,13:25
1918, 양평군,금강고속,7-10,240000110,용문터미널,240001309,연수리,240001063,,,07:15,17:00,07:30,17:15
1919, 양평군,금강고속,7-10,240000110,용문터미널,240001309,연수리,240001063,,,,,,
1920, 양평군,금강고속,8-9,240000111,문호리종점,240000203,수입3리마을회관,240000484,,,08:30,08:30,08:45,08:45
1921, 양평군,금강고속,7-11,240000112,용문산,240000628,용문터미널,240001310,,,07:30,17:20,00:00,00:00
1922, 양평군,금강고속,7-11,240000112,용문산,240000628,용문터미널,240001310,,,,,,
1923, 양평군,금강고속,1-10,240000113,여주종합터미널,237001458,양평터미널,240000072,165분,165분,07:50,21:30,00:00,00:00
1924, 양평군,금강고속,1-6,240000114,대신터미널,237000170,양평터미널,240000072,600분,600분,11:10,21:10,00:00,00:00
1925, 양평군,금강고속,1-11,240000115,여주종합터미널,237001458,양평터미널,240000072,230분,230분,11:30,19:10,00:00,00:00
1926, 양평군,금강고속,1-12,240000116,여주종합터미널,237001458,양평터미널,240000072,,,09:30,09:30,00:00,00:00
1927, 양평군,금강고속,1-13,240000117,여주종합터미널,237001458,양평터미널,240000072,270분,270분,07:30,18:00,00:00,00:00
1928, 양평군,금강고속,2-4,240000118,용두리터미널,240000342,용문터미널,240001309,,,16:30,16:30,17:35,17:35
1929, 양평군,금강고속,2-7,240000119,석산1리.돌고개,240001165,양평터미널,240000072,,,07:15,07:15,00:00,00:00
1930, 양평군,금강고속,3,240000120,양평터미널,240000076,양수리두물머리,240000019,,,07:35,21:00,08:10,21:30
1931, 양평군,금강고속,4-5,240000121,양평터미널,240000076,수청1리,234000018,400분,400분,09:30,17:30,10:05,18:05
1932, 양평군,금강고속,2-12,240000122,양평터미널,240000076,용두리터미널,240000341,,,06:25,06:25,21:50,21:50
1933, 양평군,금강고속,6-12,240000124,양평터미널,240000076,용천3리종점,240001056,,,06:50,06:50,07:10,07:10
1934, 양평군,금강고속,11,240000125,양평터미널,240000076,여주터미널,237000980,240분,240분,07:00,19:00,00:00,00:00
1935, 양평군,금강고속,1-30,240000126,여주종합터미널,237001458,양평터미널,240000072,190분,190분,16:20,20:10,00:00,00:00
1936, 양평군,금강고속,1-31,240000127,양평터미널,240000076,여주터미널,237000980,100분~120분,100분~120분,07:10,19:20,00:00,00:00
1937, 양평군,금강고속,1-41,240000128,여주종합터미널,237001458,양평터미널,240000072,160분,160분,08:20,20:50,00:00,00:00
1938, 양평군,금강고속,1-42,240000130,여주종합터미널,237001458,양평터미널,240000072,420분,420분,12:30,19:30,00:00,00:00
1939, 양평군,금강고속,1-33,240000131,양평터미널,240000076,여주터미널,237000980,120분,120분,08:00,15:20,00:00,00:00
1940, 양평군,금강고속,1-43,240000132,여주터미널,237000980,양평터미널,240000072,120분,120분,09:00,16:40,00:00,00:00
1941, 양평군,금강고속,1-18,240000133,대신터미널,237000169,도롱리종점,237000023,,,07:00,07:00,07:05,07:05
1942, 양평군,금강고속,1-19,240000134,대신터미널,237000170,양촌리종점,237000006,,,07:10,07:10,07:15,07:15
1943, 양평군,금강고속,3-22,240000135,양평터미널,240000076,문호리종점,240000035,,,07:10,07:10,09:10,09:10
1944, 양평군,금강고속,5-11,240000136,양평터미널,240000076,대신터미널,237000170,,,06:20,06:20,00:00,00:00
1945, 양평군,금강고속,5-55,240000137,양평터미널,240000076,곡수삼거리,240001299,,,18:20,18:20,19:20,19:20
1946, 양평군,금강고속,5-88,240000138,대신터미널,237000169,양평터미널,240000072,,,07:35,07:35,00:00,00:00
1947, 양평군,금강고속,9-22,240000139,문호리종점,240000035,서후2리종점,240000986,,,08:00,08:00,08:20,08:20
1948, 양평군,금강고속,3-20,240000140,양평터미널,240000076,문호리종점,240000035,,,07:45,07:45,20:20,21:20
1949, 양평군,금강고속,8-33,240000141,문호리종점,240000203,목왕리,240000297,,,17:15,17:15,17:50,17:50
1950, 양평군,금강고속,8-44,240000142,문호리종점,240000203,양수역,240000277,,,07:55,19:50,08:10,20:05
1951, 양평군,금강고속,8-55,240000143,문호리종점,240000035,양수역,240000277,,,06:50,14:05,07:40,15:00
1952, 양평군,금강고속,9-20,240000144,문호리종점,240000035,서후2리종점,240000986,180분,180분,10:00,13:00,10:20,13:20
1953, 양평군,금강고속,9-30,240000145,문호리종점,240000035,정배리종점,240000303,160분,160분,08:35,14:40,08:50,14:55
1954, 양평군,금강고속,30,240000146,양평터미널,240000076,국립교통재활병원,240001277,70분~85분,70분~85분,07:45,17:30,08:00,17:55
1955, 양평군,금강고속,5-6,240000147,곡수삼거리,240001299,양평터미널,240000072,,,07:00,07:00,00:00,00:00
1956, 양평군,금강고속,1-23,240000148,양평터미널,240000076,대신터미널,237000170,,,12:30,12:30,00:00,00:00
1957, 양평군,금강고속,1-53,240000149,양평터미널,240000076,대신터미널,237000170,,,09:20,09:20,00:00,00:00
1958, 양평군,금강고속,1-63,240000150,대신터미널,237000169,양평터미널,240000072,,,10:40,10:40,00:00,00:00
1959, 양평군,금강고속,77-2,240000151,용문터미널,240001309,월산3리취암마을회관,240000577,270분,270분,10:00,19:00,10:20,19:20
1960, 양평군,금강고속,77-7,240000152,용문터미널,240001309,화전2리마을회관,240000590,,,13:10,13:10,13:25,13:25
1961, 양평군,금강고속,77-8,240000153,용문터미널,240001310,용문산,240000628,90분,90분,08:30,14:00,08:55,14:25
1962, 양평군,금강고속,22-1,240000154,양동역,240001061,용문터미널,240001309,180분,180분,11:20,20:40,12:40,20:00
1963, 양평군,금강고속,22-2,240000155,양동역,240001061,단석3리회관,240000942,360분,360분,09:45,16:10,09:55,16:20
1964, 양평군,금강고속,22-3,240000156,양동역,240001061,계정1리.작두터골,240001134,80분~360분,80분~360분,07:50,18:30,08:10,18:50
1965, 양평군,금강고속,22-4,240000157,용문터미널,240001309,용두리터미널,240000341,,,21:30,21:30,21:50,21:50
1966, 양평군,금강고속,22-5,240000158,양평터미널,240000076,계정1리.작두터골,240001134,,,06:30,06:30,07:25,07:25
1967, 양평군,금강고속,77,240000159,양평터미널,240000076,용문터미널,240001310,,,07:15,07:15,00:00,00:00
1968, 양평군,금강고속,77-1,240000160,용문터미널,240001309,단월시외정류장,240000164,,,07:35,07:35,08:00,08:00
1969, 양평군,금강고속,77-5,240000161,용문터미널,240001310,망능리마을회관,240000662,,,16:00,16:00,00:00,00:00
1970, 양평군,금강고속,77-10,240000162,용문터미널,240001309,단월금강고속영업소,240000163,,,17:20,17:20,17:40,17:40
1971, 양평군,금강고속,88-1,240000163,양평터미널,240000076,문호리종점,240000035,,,06:35,06:35,00:00,00:00
1972, 양평군,금강고속,88-2,240000164,문호리종점,240000203,명달리종점,240000541,,,07:15,07:15,08:00,08:00
1973, 양평군,금강고속,88-3,240000165,문호리종점,240000035,양수역,240000277,,,09:40,09:40,10:40,10:40
1974, 양평군,금강고속,88-4,240000166,문호리종점,240000203,명달리종점,240000541,,,13:05,13:05,13:40,13:40
1975, 양평군,금강고속,88-5,240000167,문호리종점,240000035,양수역,240000277,,,16:45,16:45,00:00,00:00
1976, 양평군,금강고속,88-6,240000168,양수역,240000277,명달리종점,240000541,,,17:45,17:45,18:40,18:40
1977, 양평군,금강고속,40-2,240000169,양평터미널,240000076,이포리,237001158,,,17:10,18:30,18:30,19:00
1978, 양평군,금강고속,40-9,240000170,양평터미널,240000076,항금리.문화마을,240000421,110분~190분,110분~190분,10:30,20:00,11:10,20:40
